Date;Prestation;Code Barre;Contrat;Compte Expediteur;Pays Expediteur;Destinataire;CP Destinataire;Ville Destinataire;Pays Destinataire;Reference;Nombre de colis;Poids;Prix;Supplement;Lot;Facture;Compte facturé;Libellé TVA;CB Initial;Reference 2;Reference 3
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE STEPHANIE                ;67100;STRASBOURG                         ;FR                                 ;                    ;1;      0.700;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE SUIRE LECOMTE            ;88110;RAON L ETAPE                       ;FR                                 ;                    ;1;      0.450;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;MEDIC ADOUR                        ;40800;AIRE SUR ADOUR                     ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;AXIS ORTHOPEDIE VITAE              ;34920;LE CRES                            ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;LA GRANDE PHIE DU TRAMWAY          ;13005;MARSEILLE                          ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DU VIEUX PORT            ;13002;MARSEILLE                          ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA PAIX               ;54510;TOMBLAINE                          ;FR                                 ;                    ;1;      1.550;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE CARLA ET SADOURNY        ;63122;CEYRAT                             ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA PROMENADE          ;46800;MONTCUQ                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE TEMPE                 ;82000;MONTAUBAN                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE FLECHON                  ;88500;MIRECOURT                          ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;OBESINOV CAUCHY FLAVIE             ;34070;MONTPELLIER                        ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LESCOMBES             ;33320;EYSINES                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE MARQUET PARIS            ;94140;ALFORTVILLE                        ;FR                                 ;                    ;1;      0.960;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE CARON                    ;60180;NOGENT SUR OISE                    ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DES ORCHIDEES            ;94470;BOISSY SAINT LEGER                 ;FR                                 ;                    ;1;      0.280;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;CABINET ORTHOPEDIE GENERALE DU LOT ;46400;ST CERE                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE L'ESPLANADE           ;95100;ARGENTEUIL                         ;FR                                 ;                    ;1;      5.180;       4.70;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;GRANDE PHARMACIE SAINT MAUR        ;75011;PARIS                              ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE AMBLARD                  ;3500;SAINT POURCAIN SUR SIOULE          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE MARTINE DUCRET - ANNE DUM;54360;BLAINVILLE SUR L'EAU               ;FR                                 ;                    ;1;      1.200;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;CYRIL ORTHOPEDIE                   ;31290;GARDOUCH                           ;FR                                 ;                    ;1;      1.600;;                   ;L000433 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;CYRIL ORTHOPEDIE                   ;31290;GARDOUCH                           ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000433 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;DYNAMUT                            ;42100;ST ETIENNE                         ;FR                                 ;                    ;1;      0.600;;                   ;L000434 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;DYNAMUT                            ;42100;ST ETIENNE                         ;FR                                 ;                    ;1;      0.300;       4.00;CSU                ;L000434 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;DYNAMUT                            ;69100;VILLEURBANNE                       ;FR                                 ;                    ;1;      1.420;;                   ;L000435 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;DYNAMUT                            ;69100;VILLEURBANNE                       ;FR                                 ;                    ;1;      0.360;       4.00;CSU                ;L000435 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;LA GRANDE PHARMACIE                ;81100;CASTRES                            ;FR                                 ;                    ;1;      1.600;;                   ;L000436 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;LA GRANDE PHARMACIE                ;81100;CASTRES                            ;FR                                 ;                    ;1;      1.600;;                   ;L000436 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;LA GRANDE PHARMACIE                ;81100;CASTRES                            ;FR                                 ;                    ;1;      1.600;       4.80;CSU                ;L000436 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;ORTHOPEDIE LANDAISE                ;40100;DAX                                ;FR                                 ;                    ;1;      1.600;;                   ;L000437 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;ORTHOPEDIE LANDAISE                ;40100;DAX                                ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000437 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PEPS PHARMACIE                     ;42000;SAINT ETIENNE                      ;FR                                 ;                    ;1;      0.220;;                   ;L000438 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PEPS PHARMACIE                     ;42000;SAINT ETIENNE                      ;FR                                 ;                    ;1;      0.340;       4.00;CSU                ;L000438 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE BEAUFILS HULAK           ;22370;PLENEUF VAL ANDR‚                  ;FR                                 ;                    ;1;      0.200;;                   ;L000439 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE BEAUFILS HULAK           ;22370;PLENEUF VAL ANDR‚                  ;FR                                 ;                    ;1;      0.420;       4.00;CSU                ;L000439 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE BORNAND ROCHET           ;92800;PUTEAUX                            ;FR                                 ;                    ;1;      0.340;;                   ;L000440 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE BORNAND ROCHET           ;92800;PUTEAUX                            ;FR                                 ;                    ;1;      3.300;       4.30;CSU                ;L000440 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE CENTRALE                 ;13120;GARDANNE                           ;FR                                 ;                    ;1;      3.920;;                   ;L000441 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE CENTRALE                 ;13120;GARDANNE                           ;FR                                 ;                    ;1;      0.320;;                   ;L000441 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE CENTRALE                 ;13120;GARDANNE                           ;FR                                 ;                    ;1;      0.400;       4.80;CSU                ;L000441 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE CENTRALE                 ;64800;NAY BOURDETTES                     ;FR                                 ;                    ;1;      1.600;;                   ;L000442 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE CENTRALE                 ;64800;NAY BOURDETTES                     ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000442 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE CENTRALE SELAS           ;77176;SAVIGNY LE TEMPLE                  ;FR                                 ;                    ;1;      0.300;;                   ;L000443 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE CENTRALE SELAS           ;77176;SAVIGNY LE TEMPLE                  ;FR                                 ;                    ;1;      0.360;       4.00;CSU                ;L000443 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE CLOP CORINNE             ;54340;POMPEY                             ;FR                                 ;                    ;1;      0.300;;                   ;L000444 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE CLOP CORINNE             ;54340;POMPEY                             ;FR                                 ;                    ;1;      0.250;       4.00;CSU                ;L000444 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE BOISSY 2              ;94470;BOISSY SAINT LEGER                 ;FR                                 ;                    ;1;      0.280;;                   ;L000445 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE BOISSY 2              ;94470;BOISSY SAINT LEGER                 ;FR                                 ;                    ;1;      0.240;       4.00;CSU                ;L000445 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE CAPESTANG             ;34310;CAPESTANG                          ;FR                                 ;                    ;1;      0.280;;                   ;L000446 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE CAPESTANG             ;34310;CAPESTANG                          ;FR                                 ;                    ;1;      0.320;       4.00;CSU                ;L000446 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE HAUSBERGEN            ;67205;OBERHAUSBERGEN                     ;FR                                 ;                    ;1;      0.250;;                   ;L000447 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE HAUSBERGEN            ;67205;OBERHAUSBERGEN                     ;FR                                 ;                    ;1;      0.200;       4.00;CSU                ;L000447 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE L'EUROPE              ;19100;BRIVE LA GAILLARDE                 ;FR                                 ;                    ;1;      1.600;;                   ;L000448 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE L'EUROPE              ;19100;BRIVE LA GAILLARDE                 ;FR                                 ;                    ;1;      1.600;;                   ;L000448 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE L'EUROPE              ;19100;BRIVE LA GAILLARDE                 ;FR                                 ;                    ;1;      1.600;       4.80;CSU                ;L000448 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA CATHEDRALE         ;40100;DAX                                ;FR                                 ;                    ;1;      1.600;;                   ;L000449 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA CATHEDRALE         ;40100;DAX                                ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000449 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA CITE               ;2000;LAON                               ;FR                                 ;                    ;1;      0.560;;                   ;L000450 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA CITE               ;2000;LAON                               ;FR                                 ;                    ;1;      0.540;       4.00;CSU                ;L000450 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA CITE               ;11000;CARCASSONNE                        ;FR                                 ;                    ;1;      1.600;;                   ;L000451 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA CITE               ;11000;CARCASSONNE                        ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000451 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA GARE               ;68300;SAINT LOUIS                        ;FR                                 ;                    ;1;      0.250;;                   ;L000452 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA GARE               ;68300;SAINT LOUIS                        ;FR                                 ;                    ;1;      0.250;       4.00;CSU                ;L000452 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA GARE               ;81100;CASTRES                            ;FR                                 ;                    ;1;      1.600;;                   ;L000453 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA GARE               ;81100;CASTRES                            ;FR                                 ;                    ;1;      1.600;;                   ;L000453 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA GARE               ;81100;CASTRES                            ;FR                                 ;                    ;1;      1.600;       4.80;CSU                ;L000453 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA LICORNE            ;67000;STRASBOURG                         ;FR                                 ;                    ;1;      0.250;;                   ;L000454 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA LICORNE            ;67000;STRASBOURG                         ;FR                                 ;                    ;1;      0.200;;                   ;L000454 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA LICORNE            ;67000;STRASBOURG                         ;FR                                 ;                    ;1;      0.250;       4.20;CSU                ;L000454 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA MAIRIE             ;33380;BIGANOS                            ;FR                                 ;                    ;1;      1.600;;                   ;L000455 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA MAIRIE             ;33380;BIGANOS                            ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000455 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA PETITE FIN         ;54310;HOMECOURT                          ;FR                                 ;                    ;1;      0.450;;                   ;L000456 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA PETITE FIN         ;54310;HOMECOURT                          ;FR                                 ;                    ;1;      0.350;       4.00;CSU                ;L000456 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA PISCINE            ;34300;AGDE                               ;FR                                 ;                    ;1;      0.280;;                   ;L000457 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA PISCINE            ;34300;AGDE                               ;FR                                 ;                    ;1;      0.400;       4.00;CSU                ;L000457 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA POSTE              ;57000;METZ                               ;FR                                 ;                    ;1;      1.250;;                   ;L000458 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA POSTE              ;57000;METZ                               ;FR                                 ;                    ;1;      0.200;       4.00;CSU                ;L000458 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA POSTE              ;91860;EPINAY SOUS SENART                 ;FR                                 ;                    ;1;      1.020;;                   ;L000459 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA POSTE              ;91860;EPINAY SOUS SENART                 ;FR                                 ;                    ;1;      0.460;;                   ;L000459 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA POSTE              ;91860;EPINAY SOUS SENART                 ;FR                                 ;                    ;1;      0.360;       4.20;CSU                ;L000459 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA SIGNORE            ;13700;MARIGNANE                          ;FR                                 ;                    ;1;      0.260;;                   ;L000460 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA SIGNORE            ;13700;MARIGNANE                          ;FR                                 ;                    ;1;      0.240;       4.00;CSU                ;L000460 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA TRINITE SUR MER    ;56470;LA TRINITE SUR MER                 ;FR                                 ;                    ;1;      1.600;;                   ;L000461 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA TRINITE SUR MER    ;56470;LA TRINITE SUR MER                 ;FR                                 ;                    ;1;      1.600;;                   ;L000461 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA TRINITE SUR MER    ;56470;LA TRINITE SUR MER                 ;FR                                 ;                    ;1;      0.300;       4.50;CSU                ;L000461 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE MONTRABE              ;31850;MONTRABE                           ;FR                                 ;                    ;1;      1.600;;                   ;L000462 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE MONTRABE              ;31850;MONTRABE                           ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000462 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE PARIS                 ;79000;NIORT                              ;FR                                 ;                    ;1;      1.600;;                   ;L000463 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE PARIS                 ;79000;NIORT                              ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000463 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES 4 ROUTES             ;63400;CHAMALIERES                        ;FR                                 ;                    ;1;      1.600;;                   ;L000464 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES 4 ROUTES             ;63400;CHAMALIERES                        ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000464 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DES MARRONNIERS          ;11300;LIMOUX                             ;FR                                 ;                    ;1;      1.600;;                   ;L000465 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DES MARRONNIERS          ;11300;LIMOUX                             ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000465 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES PYRENEES             ;65400;ARGELES GAZOST                     ;FR                                 ;                    ;1;      1.600;;                   ;L000466 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DES PYRENEES             ;65400;ARGELES GAZOST                     ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000466 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES SAINT CLAIR          ;27420;CHATEAU SUR EPTE                   ;FR                                 ;                    ;1;      0.500;;                   ;L000467 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES SAINT CLAIR          ;27420;CHATEAU SUR EPTE                   ;FR                                 ;                    ;1;      0.280;       4.00;CSU                ;L000467 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES SAINTS-FRANCOIS      ;34000;MONTPELLIER                        ;FR                                 ;                    ;1;      0.220;;                   ;L000468 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES SAINTS-FRANCOIS      ;34000;MONTPELLIER                        ;FR                                 ;                    ;1;      0.360;       4.00;CSU                ;L000468 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES TROIS PROVINCES      ;70600;CHAMPLITTE                         ;FR                                 ;                    ;1;      0.200;;                   ;L000469 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DES TROIS PROVINCES      ;70600;CHAMPLITTE                         ;FR                                 ;                    ;1;      1.400;       4.00;CSU                ;L000469 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU COQ                   ;63100;CLERMONT FERRAND                   ;FR                                 ;                    ;1;      1.600;;                   ;L000470 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DU COQ                   ;63100;CLERMONT FERRAND                   ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000470 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU FAUBOURG              ;57230;BITCHE                             ;FR                                 ;                    ;1;      1.300;;                   ;L000471 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DU FAUBOURG              ;57230;BITCHE                             ;FR                                 ;                    ;1;      0.200;       4.00;CSU                ;L000471 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU PIREE                 ;34000;MONTPELLIER                        ;FR                                 ;                    ;1;      0.300;;                   ;L000472 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DU PIREE                 ;34000;MONTPELLIER                        ;FR                                 ;                    ;1;      0.400;       4.00;CSU                ;L000472 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU ROETHIG               ;67200;STRASBOURG                         ;FR                                 ;                    ;1;      0.450;;                   ;L000473 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DU ROETHIG               ;67200;STRASBOURG                         ;FR                                 ;                    ;1;      0.350;       4.00;CSU                ;L000473 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DUMAINE                  ;71100;CHALON SUR SAONE                   ;FR                                 ;                    ;1;      0.350;;                   ;L000474 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DUMAINE                  ;71100;CHALON SUR SAONE                   ;FR                                 ;                    ;1;      0.250;;                   ;L000474 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DUMAINE                  ;71100;CHALON SUR SAONE                   ;FR                                 ;                    ;1;      0.300;       4.20;CSU                ;L000474 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE FOURIE                   ;30540;MILHAUD                            ;FR                                 ;                    ;1;      0.220;;                   ;L000475 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE FOURIE                   ;30540;MILHAUD                            ;FR                                 ;                    ;1;      0.360;       4.00;CSU                ;L000475 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE FRANCE                   ;68300;ST LOUIS                           ;FR                                 ;                    ;1;      0.300;;                   ;L000476 ;20/03/01044;3752;TVA 20.0%;;;
12/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE FRANCE                   ;68300;ST LOUIS                           ;FR                                 ;                    ;1;      0.200;       4.00;CSU                ;L000476 ;20/03/01044;3752;TVA 20.0%;;;
